,도장,해체,설치,양중,굴착,정리,매설,기타
773,0,0,0,0,0,0,0,25
774,0,0,0,0,0,0,0,24
775,0,1,0,0,0,0,0,7
776,0,0,0,0,0,0,0,24
777,0,0,0,0,0,0,0,35
778,0,0,1,0,0,0,0,31
779,0,0,0,0,0,0,0,22
780,0,2,0,0,0,0,0,36
781,1,0,0,0,0,0,0,37
782,0,1,0,0,0,0,0,25
783,0,0,0,0,0,0,0,25
784,0,0,0,0,0,0,0,10
785,0,0,2,0,0,0,0,20
786,0,0,0,0,0,0,0,16
787,0,0,0,0,0,0,0,6
788,0,0,1,0,0,0,0,27
789,0,0,0,0,0,0,0,8
790,0,0,1,0,0,0,0,22
791,0,0,1,0,0,0,0,15
792,0,0,0,0,0,0,0,34
793,1,0,0,0,0,0,0,25
794,0,2,0,0,0,0,0,44
795,0,0,0,0,0,0,0,18
796,0,0,0,0,0,0,0,45
797,0,0,1,0,0,0,0,26
798,0,0,0,0,0,0,0,22
799,0,0,0,0,0,0,0,36
800,0,0,0,0,0,0,0,18
801,0,0,0,0,0,0,0,30
802,0,0,0,0,0,0,0,11
803,0,0,0,0,0,0,0,20
804,1,0,0,0,0,0,0,69
805,1,0,1,0,0,0,0,14
806,0,0,0,0,0,0,0,8
807,0,0,0,0,0,0,0,37
808,0,1,0,0,0,0,0,20
809,0,0,0,0,0,0,0,15
810,0,0,0,0,0,0,0,30
811,0,0,0,0,0,0,0,20
812,0,0,0,0,0,0,0,26
813,0,1,0,0,0,0,0,21
814,0,0,0,0,0,0,0,30
815,0,0,0,0,0,0,0,13
816,0,2,0,0,0,0,0,23
817,0,0,0,0,0,0,0,33
818,0,1,0,0,0,0,0,10
819,0,0,3,0,0,0,0,28
820,0,0,1,0,0,0,0,6
821,0,0,0,0,0,0,0,24
822,0,0,0,0,0,0,0,24
823,0,0,0,0,0,0,0,24
824,0,0,0,0,0,0,0,23
825,0,0,0,0,0,0,0,30
826,0,0,0,0,0,0,0,25
827,0,0,0,0,0,0,0,37
828,0,0,1,0,0,0,0,40
829,0,0,0,0,0,0,0,22
830,0,0,0,0,0,0,0,14
831,0,0,0,0,0,0,0,20
832,0,0,1,0,0,0,0,23
833,0,0,1,0,0,0,0,19
834,0,0,1,0,0,0,0,44
835,0,2,0,0,0,0,0,30
836,0,0,1,0,0,0,0,13
837,0,0,1,0,0,0,0,23
838,0,1,0,0,0,0,0,13
839,0,1,0,0,0,0,0,5
840,0,0,0,0,0,0,0,14
841,0,0,0,0,0,0,0,49
842,0,0,0,0,0,0,0,15
843,0,0,0,0,0,0,0,7
844,0,0,0,0,0,0,0,33
845,0,0,0,0,0,0,0,16
846,0,0,0,0,0,0,0,23
847,0,0,0,0,0,0,0,32
848,0,0,0,0,0,0,0,24
849,0,0,0,0,0,0,0,28
850,0,0,0,0,0,0,0,25
851,0,0,0,0,0,0,0,16
852,0,0,0,0,0,0,0,37
853,1,0,0,0,0,0,0,14
854,0,0,0,0,0,0,0,14
855,0,0,0,0,0,0,0,40
856,0,0,0,0,0,0,0,15
857,0,0,0,0,0,0,0,19
858,0,0,0,0,0,0,0,9
859,0,0,0,0,0,0,0,28
860,0,2,0,0,0,0,0,37
861,0,0,1,0,0,0,0,25
862,0,0,0,0,0,0,0,21
863,0,0,0,0,0,0,0,17
864,0,0,0,0,0,0,0,16
865,0,0,0,0,0,0,0,20
866,0,0,0,0,0,0,0,26
867,0,0,0,0,0,0,0,23
868,0,0,0,0,0,0,0,28
869,0,0,0,0,0,0,0,17
870,0,1,0,0,0,0,0,19
871,0,0,2,0,0,0,0,29
872,0,0,1,0,0,1,0,20
873,0,0,0,0,0,0,0,11
874,0,0,2,0,0,0,0,27
875,1,0,0,0,0,0,0,22
876,0,0,0,0,0,0,0,10
877,0,0,1,0,0,0,0,20
878,0,0,1,0,0,0,0,29
879,0,0,0,0,0,0,0,24
880,1,0,0,0,0,0,0,13
881,0,0,0,0,0,0,0,13
882,0,0,2,0,0,0,0,12
883,0,0,0,0,0,0,0,18
884,0,0,0,0,0,0,0,15
885,0,0,1,0,0,0,0,26
886,0,0,1,0,0,0,0,29
887,0,0,0,0,0,0,0,35
888,0,0,1,0,0,0,0,27
889,0,0,0,0,0,0,0,12
890,0,0,0,0,0,0,0,15
891,0,0,0,0,0,0,0,12
892,0,0,4,0,0,0,0,31
893,0,0,2,0,0,0,0,30
894,0,0,0,0,0,0,0,32
895,0,0,0,0,0,0,0,12
896,0,0,0,0,0,0,0,34
897,0,0,0,0,0,0,0,31
898,0,0,1,0,0,0,0,22
899,0,0,0,0,0,0,0,34
900,0,0,0,0,0,0,0,15
901,0,0,0,0,0,0,0,16
902,0,0,0,0,0,0,0,17
903,0,0,0,0,0,0,0,17
904,0,1,0,0,0,0,0,20
905,0,0,1,0,0,0,0,30
906,0,0,0,0,0,0,0,13
907,0,1,0,0,0,0,0,13
908,0,0,1,0,0,0,0,28
909,0,0,0,0,0,0,0,32
910,0,0,0,0,0,0,0,25
911,0,0,0,0,0,0,0,31
912,0,0,0,0,0,0,0,24
913,0,0,0,0,0,0,0,22
914,0,0,0,0,0,0,0,43
915,0,0,0,0,0,0,0,6
916,0,1,0,0,0,0,0,11
917,0,0,0,0,0,0,0,13
918,0,0,0,0,0,0,0,8
919,0,0,0,0,0,0,0,20
920,0,0,1,0,0,0,0,32
921,0,0,0,0,0,0,0,21
922,0,0,0,0,0,0,0,18
923,1,0,0,0,0,0,0,20
924,0,1,1,0,0,0,0,20
925,0,0,0,0,0,0,0,20
926,0,0,0,0,0,0,0,18
927,0,0,0,0,0,0,0,36
928,0,0,0,0,0,0,0,52
929,0,0,0,0,0,0,0,21
930,0,0,1,0,0,0,0,28
931,0,1,0,0,0,0,0,17
932,0,0,1,0,0,0,0,15
933,0,0,2,0,0,0,0,20
934,0,1,0,0,0,0,0,35
935,0,0,0,0,0,0,0,41
936,0,0,0,0,0,0,0,14
937,0,0,0,0,0,0,0,25
938,0,1,0,0,0,0,0,9
939,0,0,0,0,0,0,0,11
940,0,0,0,0,0,0,0,11
941,0,0,0,0,0,0,0,18
942,0,0,0,0,0,0,0,14
943,0,0,0,1,0,0,0,15
944,0,0,0,0,0,0,0,16
945,0,0,0,0,0,0,0,15
946,0,0,2,0,0,0,0,51
947,0,0,0,0,0,0,0,16
948,0,0,0,0,0,0,0,31
949,0,0,0,0,0,0,0,50
950,0,0,0,0,0,0,0,16
951,0,0,0,0,0,0,0,13
952,0,0,1,0,0,0,0,10
953,0,0,0,0,0,1,0,22
954,0,0,1,0,0,0,0,15
955,0,0,2,0,0,0,0,28
956,0,0,0,0,0,0,0,27
957,0,0,1,0,0,0,0,32
958,0,0,0,0,0,0,0,13
959,1,0,1,0,0,0,0,28
960,0,0,3,0,0,1,0,69
961,0,0,0,0,0,0,0,28
962,1,0,0,0,0,0,0,23
963,0,0,0,0,0,0,0,28
964,0,1,0,0,0,0,0,21
965,0,1,0,0,0,0,0,15
966,0,0,0,0,0,0,0,32
967,0,0,0,0,0,0,0,17
968,0,0,0,0,0,0,0,22
969,0,0,1,0,0,0,0,18
970,0,0,0,0,0,0,0,24
971,0,1,0,0,0,0,0,12
972,0,0,0,0,0,1,0,34
973,0,0,1,0,0,0,0,25
974,0,0,0,0,0,0,0,22
975,0,1,2,0,0,0,0,65
976,0,0,1,0,0,0,0,28
977,0,1,0,0,0,0,0,8
978,0,0,0,0,0,0,0,21
979,0,0,0,0,0,0,0,30
980,0,2,0,0,0,0,0,26
981,0,0,0,0,0,0,0,33
982,0,0,2,0,0,0,0,33
983,0,0,2,0,0,0,0,32
984,0,0,3,0,0,0,0,38
985,0,0,0,0,0,0,0,11
986,0,0,0,0,0,0,0,11
987,0,1,0,0,0,0,0,15
988,0,0,0,0,0,0,0,10
989,0,1,0,0,0,0,0,21
990,0,0,0,0,0,0,0,18
991,0,0,1,0,0,0,0,37
992,0,1,0,0,0,0,0,7
993,0,0,0,0,0,0,0,6
994,0,1,0,0,0,0,0,20
995,0,0,0,0,0,0,0,15
996,0,0,0,0,0,0,0,22
997,0,0,0,0,0,0,0,7
998,0,0,1,0,0,0,0,42
999,0,0,0,0,0,0,0,25
1000,0,0,0,0,0,0,0,15
1001,0,0,0,0,0,0,0,9
1002,0,0,0,0,0,0,0,16
1003,0,1,0,0,0,0,0,33
1004,0,0,0,0,0,0,0,20
1005,0,0,0,0,0,0,0,13
1006,0,0,0,0,0,0,0,21
1007,0,0,0,0,0,0,0,35
1008,0,1,0,0,0,0,0,23
1009,2,0,1,0,0,0,0,19
1010,0,0,0,0,0,0,0,76
1011,0,0,0,0,0,0,0,14
1012,0,0,0,0,0,0,0,25
1013,0,0,1,0,0,0,0,26
1014,0,0,0,0,0,0,0,16
1015,0,0,0,0,0,0,0,11
1016,0,0,0,0,0,0,0,40
1017,0,0,0,0,0,0,0,37
1018,0,0,0,0,0,0,0,10
1019,0,0,0,0,0,0,0,26
1020,0,0,1,0,0,0,0,28
1021,1,0,0,0,0,0,0,12
1022,0,0,3,0,0,0,0,51
1023,0,0,0,0,0,0,0,27
1024,0,0,0,0,0,0,0,37
1025,0,0,0,0,0,0,0,15
1026,0,0,0,0,0,0,0,12
1027,0,0,0,0,0,0,0,7
1028,0,1,0,0,0,0,0,9
1029,0,0,0,0,0,0,0,36
1030,0,0,2,0,0,0,0,27
1031,0,0,0,0,0,0,0,106
1032,0,0,0,0,0,0,0,27
1033,0,0,0,0,0,0,0,28
1034,0,0,0,0,0,0,0,22
1035,0,0,0,0,0,0,0,16
1036,0,0,0,0,0,0,0,6
1037,0,1,0,0,0,0,0,22
1038,0,0,0,0,0,0,0,30
1039,0,0,0,0,0,0,0,12
1040,0,0,3,0,0,0,0,25
1041,0,0,0,0,0,0,0,13
1042,0,0,0,0,0,0,0,15
1043,0,0,0,0,0,0,0,15
1044,0,0,1,0,0,0,0,18
1045,0,1,0,0,0,0,0,17
1046,0,0,0,0,0,0,0,26
1047,0,0,0,0,0,0,0,24
1048,0,1,0,0,0,0,0,19
1049,0,0,0,0,0,0,0,9
1050,0,0,1,0,0,0,0,10
1051,0,0,0,0,0,0,0,22
1052,0,0,0,0,0,0,0,25
1053,0,1,0,0,0,0,0,46
1054,0,0,0,0,0,0,0,28
1055,0,0,0,0,0,0,0,23
1056,0,0,0,0,0,0,0,19
1057,0,1,0,0,0,0,0,16
1058,0,1,0,0,0,0,0,24
1059,0,0,1,0,0,0,0,53
1060,0,1,0,0,0,0,0,6
1061,0,0,0,0,0,0,0,12
1062,0,1,0,0,0,0,0,46
1063,0,2,0,0,0,0,0,39
1064,0,0,0,0,0,0,0,21
1065,0,0,0,0,0,0,0,18
1066,0,0,0,0,0,0,0,16
1067,0,1,0,0,0,0,0,13
1068,0,1,1,0,0,0,0,31
1069,0,1,0,0,0,0,0,21
1070,0,0,0,0,0,0,0,16
1071,0,0,1,0,0,0,0,19
1072,0,0,0,0,0,0,0,12
1073,0,0,2,0,0,0,0,24
1074,0,0,1,0,0,0,0,30
1075,0,0,0,0,0,0,0,14
1076,0,0,0,0,0,0,0,20
1077,0,0,0,0,0,0,0,37
1078,0,0,0,0,0,0,0,19
1079,0,0,0,0,0,0,0,12
1080,0,0,0,0,0,0,0,28
1081,0,1,0,0,0,0,0,40
1082,0,0,0,0,0,0,0,11
1083,0,0,1,0,0,0,0,45
1084,0,0,1,0,0,0,0,24
1085,0,0,0,0,0,0,0,38
1086,0,0,0,0,0,0,0,14
1087,0,0,0,0,0,0,0,45
1088,0,0,0,0,0,0,0,10
1089,0,1,0,0,0,0,0,14
1090,0,0,0,0,0,0,0,13
1091,0,0,0,0,0,0,0,27
1092,0,1,0,0,0,0,0,18
1093,0,0,1,0,0,0,0,25
1094,0,0,0,0,0,0,0,31
1095,0,0,0,0,0,0,0,34
1096,0,0,1,0,0,0,0,29
1097,0,0,0,0,0,0,0,20
1098,0,1,0,0,0,0,0,17
1099,0,1,0,0,0,0,0,25
1100,0,0,0,0,0,0,0,8
1101,0,0,0,0,0,0,0,14
1102,0,0,0,0,0,0,0,12
1103,0,0,0,0,0,0,0,12
1104,1,0,0,0,0,0,0,17
1105,0,0,0,0,0,0,0,23
1106,0,0,0,0,0,0,0,24
1107,0,1,0,0,0,0,0,26
1108,0,0,0,0,0,0,0,44
1109,0,0,0,0,0,0,0,15
1110,0,0,0,0,0,0,0,26
1111,0,0,0,0,0,0,0,15
1112,0,0,1,0,0,0,0,18
1113,0,0,0,0,0,0,0,37
1114,0,0,0,0,0,0,0,14
1115,0,0,1,0,0,0,0,33
1116,0,0,1,0,0,0,0,14
1117,0,1,0,0,0,0,0,31
1118,0,0,0,0,0,0,0,14
1119,0,0,1,0,0,0,0,27
1120,0,0,0,0,0,0,0,25
1121,0,0,0,0,0,0,0,20
1122,0,0,0,0,0,0,0,10
1123,0,0,0,0,0,0,0,54
1124,0,0,1,0,0,0,0,10
1125,1,0,0,0,0,0,0,35
1126,0,0,0,0,0,0,0,42
1127,0,1,0,0,0,0,0,16
1128,0,0,2,0,0,0,0,45
1129,0,0,0,0,0,0,0,22
1130,0,0,0,0,0,0,0,22
1131,0,1,0,0,0,0,0,24
1132,0,0,0,0,0,0,0,37
1133,0,0,0,0,0,0,0,46
1134,0,0,0,0,0,0,0,26
1135,0,0,0,0,0,0,0,26
1136,0,0,1,0,0,0,0,24
1137,0,0,0,0,0,0,0,19
1138,0,0,0,0,0,0,0,35
1139,0,0,0,0,0,0,0,16
1140,0,0,1,0,0,0,0,17
1141,0,0,1,0,0,0,0,17
1142,0,0,0,0,0,0,0,10
1143,0,2,0,0,0,0,0,41
1144,0,0,0,0,0,0,0,27
1145,0,2,0,0,0,0,0,12
1146,0,0,0,0,0,0,0,21
1147,0,0,0,0,0,0,0,9
1148,0,0,0,0,0,0,0,12
1149,0,0,0,0,0,0,0,18
1150,0,0,0,0,0,0,0,25
1151,0,0,0,0,0,0,0,10
1152,0,0,1,0,0,0,0,24
1153,0,0,1,0,0,0,0,22
1154,0,0,1,0,0,0,0,18
1155,0,1,0,0,0,0,0,48
1156,0,1,0,0,0,0,0,21
1157,0,0,0,0,0,0,0,21
1158,0,0,0,0,0,0,0,32
1159,0,0,0,0,0,0,0,14
1160,0,0,0,0,0,0,0,39
1161,0,0,0,0,0,0,0,16
1162,0,0,1,0,0,0,0,43
1163,0,0,1,0,0,0,0,43
1164,0,0,1,0,0,0,0,22
1165,0,0,0,0,0,0,0,14
1166,0,0,0,0,0,0,0,22
1167,0,0,0,0,0,0,0,14
1168,0,1,0,0,0,0,0,20
1169,0,0,2,0,0,0,0,58
1170,0,0,1,0,0,0,0,23
1171,1,0,0,0,0,0,0,35
1172,0,0,0,0,0,0,0,8
1173,0,0,0,0,0,0,0,22
1174,0,0,1,0,0,0,0,31
1175,0,0,0,0,0,0,0,15
1176,0,0,0,0,0,0,0,17
1177,0,0,0,0,0,0,0,20
1178,0,0,0,0,0,0,0,27
1179,0,0,0,0,0,0,0,17
1180,0,0,0,0,0,0,0,44
1181,0,0,0,0,0,0,0,25
1182,0,0,0,0,0,0,0,22
1183,0,0,0,0,0,0,0,14
1184,0,0,1,0,0,0,0,18
1185,0,0,1,0,0,0,0,26
1186,0,0,0,0,0,0,0,37
1187,0,0,0,0,0,1,0,21
1188,1,0,0,0,0,0,0,18
1189,0,1,2,0,0,0,0,40
1190,0,0,1,0,0,0,0,21
1191,0,0,0,0,0,0,0,22
1192,0,0,0,0,0,0,0,25
1193,0,0,1,0,0,0,0,25
1194,0,0,0,0,0,0,0,16
1195,0,0,0,0,0,0,0,29
1196,0,0,0,0,0,0,0,13
1197,0,0,3,0,0,0,0,38
1198,0,1,0,0,0,0,0,11
1199,0,0,1,0,0,0,0,25
1200,0,0,0,0,0,0,0,18
1201,0,0,0,0,0,0,0,16
1202,0,0,0,0,0,0,0,31
1203,0,0,0,0,0,0,0,20
1204,0,1,0,0,0,0,0,33
1205,0,0,1,0,0,0,0,21
1206,0,0,0,0,0,0,0,28
1207,0,0,0,0,0,0,0,17
1208,0,0,0,0,0,0,0,7
1209,0,0,1,0,0,0,0,34
1210,0,0,0,0,0,0,0,21
1211,0,1,0,0,0,0,0,26
1212,0,1,0,0,0,0,0,6
1213,0,2,0,0,0,0,0,64
1214,0,1,0,0,0,0,0,22
1215,0,0,0,0,0,0,0,15
1216,0,0,0,0,0,0,0,28
1217,0,0,0,0,0,0,0,18
1218,0,0,0,0,0,0,0,30
1219,0,0,0,0,0,0,0,20
1220,0,0,0,0,0,0,0,31
1221,0,0,1,0,0,0,0,24
1222,0,0,0,0,0,0,0,10
1223,0,0,0,0,0,0,0,30
1224,0,0,1,0,0,0,0,42
1225,0,0,1,0,0,0,0,18
1226,0,0,0,0,0,0,0,18
1227,0,0,0,0,0,1,0,37
1228,0,0,0,0,0,0,0,28
1229,0,0,0,0,0,0,0,42
1230,0,0,0,0,0,0,0,38
1231,0,1,0,0,0,0,0,32
1232,0,0,0,0,0,0,0,24
1233,0,0,0,0,0,0,0,9
1234,0,0,1,0,0,0,0,20
1235,0,0,0,0,0,0,0,8
1236,0,0,0,0,0,0,0,18
1237,0,0,0,0,0,0,0,22
1238,0,0,0,0,0,0,0,10
1239,0,0,0,0,0,0,0,20
1240,0,0,0,0,0,0,0,9
1241,0,0,0,0,0,0,0,8
1242,0,0,0,0,0,0,0,22
1243,0,0,0,0,0,0,0,11
1244,0,0,0,0,0,0,0,21
1245,0,0,0,0,0,0,0,27
1246,0,0,0,0,0,0,0,9
1247,0,0,0,0,0,0,0,12
1248,0,0,0,0,0,0,0,50
1249,0,1,0,0,0,0,0,29
1250,0,0,0,0,0,0,0,18
1251,0,0,0,0,0,0,0,24
1252,0,0,0,0,0,0,0,12
1253,0,0,0,0,0,0,0,45
1254,0,0,1,0,0,0,0,11
1255,0,0,1,0,0,0,0,40
1256,0,0,0,0,0,0,0,16
1257,0,0,0,0,0,0,0,22
1258,0,0,0,0,0,0,0,21
1259,0,0,0,0,0,0,0,17
1260,0,0,0,0,0,0,0,80
1261,0,0,0,0,0,0,0,24
1262,0,1,0,0,0,0,0,22
1263,0,0,0,0,0,0,0,17
1264,0,0,0,0,0,0,0,18
1265,0,1,0,0,0,0,0,30
1266,0,0,1,0,0,0,0,12
1267,0,0,0,0,0,0,0,28
1268,0,1,2,0,0,0,0,23
1269,0,0,0,0,0,1,0,21
1270,0,0,1,0,0,0,0,45
1271,0,0,0,0,0,0,0,14
1272,0,2,0,0,0,0,0,62
1273,0,0,1,0,0,0,0,44
1274,0,1,0,0,0,0,0,25
1275,0,0,0,0,0,0,0,6
1276,0,0,0,0,0,0,0,25
1277,0,0,0,0,0,0,0,32
1278,0,0,0,0,0,0,0,11
1279,0,0,0,0,0,0,0,10
1280,0,0,0,0,0,0,0,16
1281,1,0,0,0,0,0,0,16
1282,0,0,0,0,0,1,0,16
1283,0,1,0,0,0,0,0,11
1284,0,0,1,0,0,0,0,30
1285,0,0,0,0,0,1,0,10
1286,0,1,0,0,0,0,0,32
1287,0,0,0,0,0,0,0,17
1288,0,0,0,0,0,0,0,13
1289,0,0,0,0,0,0,0,27
1290,0,0,1,0,0,0,0,21
1291,0,0,1,0,0,0,0,27
1292,0,0,0,0,0,0,0,9
1293,0,0,0,0,0,0,0,16
1294,0,0,0,0,0,0,0,12
1295,0,0,0,0,0,0,0,12
1296,0,0,0,0,0,0,0,40
1297,0,0,0,0,0,0,0,23
1298,0,1,0,0,0,0,0,20
1299,1,0,0,0,0,0,0,5
1300,0,1,0,0,0,0,0,12
1301,0,0,1,0,0,0,0,30
1302,0,0,0,0,0,0,0,15
1303,0,0,0,0,0,0,0,17
1304,0,0,0,0,0,0,0,12
1305,0,0,0,0,0,0,0,23
1306,0,0,1,0,0,0,0,37
1307,0,0,0,0,0,0,0,20
1308,0,0,0,0,0,0,0,27
1309,0,0,0,0,0,0,0,38
1310,0,0,0,0,0,0,0,36
1311,0,1,0,0,0,0,0,14
1312,0,0,0,0,0,1,0,24
1313,0,0,0,0,0,0,0,18
1314,0,0,0,0,0,0,0,21
1315,0,0,0,0,0,0,0,13
1316,0,0,0,0,0,0,0,13
1317,0,0,0,0,0,0,0,24
1318,0,0,0,0,0,0,0,25
1319,0,0,0,0,0,0,0,24
1320,0,0,0,0,0,0,0,16
1321,0,0,3,0,0,0,0,56
1322,0,0,1,0,0,0,0,16
1323,0,0,0,0,0,0,0,13
1324,0,0,0,0,0,0,0,25
1325,0,0,0,0,0,0,0,1
1326,0,0,0,0,0,0,0,16
1327,0,0,0,0,0,0,0,16
1328,0,2,0,0,0,0,0,24
1329,0,0,1,0,0,0,0,21
1330,0,0,1,0,0,0,0,37
1331,0,0,0,0,0,0,0,6
1332,0,0,2,0,0,0,0,35
1333,0,0,0,0,0,1,0,17
1334,0,0,2,0,0,0,0,38
1335,0,0,2,0,0,0,0,20
1336,0,0,1,0,0,0,0,27
1337,0,1,1,0,0,0,0,23
1338,0,0,0,0,0,0,0,12
1339,0,0,0,0,0,0,0,26
1340,0,0,0,0,0,0,0,37
1341,0,0,0,0,0,0,0,37
1342,0,0,0,0,0,0,0,14
1343,0,0,2,0,0,0,0,27
1344,0,0,0,0,0,0,0,18
1345,0,0,1,0,0,0,0,33
1346,0,0,0,0,0,0,0,14
1347,0,0,0,0,0,0,0,19
1348,0,0,0,0,0,0,0,14
1349,0,0,0,0,0,0,0,20
1350,0,0,0,0,0,0,0,23
1351,0,0,0,0,0,0,0,18
1352,0,0,0,0,0,0,0,22
1353,0,0,0,0,0,0,0,19
1354,0,0,0,0,0,0,0,18
1355,0,0,0,0,0,0,0,14
1356,0,0,0,0,0,0,0,61
1357,0,0,0,0,0,0,0,12
1358,0,0,0,0,0,0,0,17
1359,0,0,0,0,0,0,0,14
1360,0,0,1,0,0,0,0,23
1361,0,0,0,0,0,0,0,5
1362,0,0,0,0,0,0,0,18
1363,0,0,0,0,0,0,0,25
1364,0,0,0,0,0,0,0,16
1365,0,0,0,0,0,1,0,40
1366,0,0,0,0,0,0,0,35
1367,0,0,0,0,0,0,0,24
1368,0,0,0,0,0,0,0,29
1369,0,0,1,0,0,0,0,18
1370,0,0,0,0,0,0,0,15
1371,0,0,0,0,0,0,0,10
1372,0,0,0,0,0,0,0,30
1373,0,1,0,0,0,0,0,40
1374,0,0,0,0,0,0,0,16
1375,0,0,0,0,0,0,0,29
1376,0,0,0,0,0,0,0,12
1377,0,0,0,0,0,0,0,12
1378,0,1,0,0,0,0,0,14
1379,0,0,0,0,0,0,0,18
1380,0,0,0,0,0,0,0,39
1381,0,0,0,0,0,0,0,18
1382,0,0,0,0,0,0,0,20
1383,0,0,0,0,0,0,0,10
1384,0,0,0,0,0,0,0,44
1385,0,0,0,0,0,0,0,37
1386,0,0,0,0,0,0,0,14
1387,0,0,0,0,0,0,0,7
1388,0,0,1,0,0,0,0,24
1389,0,0,0,0,0,0,0,14
1390,0,0,0,0,0,0,0,21
1391,0,0,0,0,0,0,0,18
1392,0,1,0,0,0,0,0,17
1393,0,1,0,0,0,0,0,40
1394,0,0,0,0,0,0,0,31
1395,0,0,0,0,0,0,0,28
1396,0,0,0,0,0,0,0,21
1397,0,0,0,0,0,0,0,8
1398,0,0,1,0,0,0,0,32
1399,0,0,0,0,0,0,0,18
1400,1,0,1,0,0,0,0,14
1401,0,0,0,0,0,0,0,21
1402,0,0,0,0,0,0,0,25
1403,0,1,0,0,0,0,0,27
1404,0,1,0,0,0,1,0,20
1405,0,0,2,0,0,0,0,14
1406,0,0,0,0,0,0,0,17
1407,0,0,0,0,0,0,0,16
1408,0,0,0,0,0,0,0,21
1409,0,0,0,0,0,0,0,9
1410,0,0,1,0,0,0,0,33
1411,0,0,0,0,0,0,0,32
1412,0,0,0,0,0,0,0,20
1413,0,1,0,0,0,0,0,19
1414,0,1,0,0,0,0,0,13
1415,0,0,0,0,0,0,0,24
1416,0,0,0,0,0,0,0,26
1417,0,0,1,0,0,0,0,23
1418,0,0,0,0,0,0,0,20
1419,0,0,0,0,0,0,0,14
1420,0,0,2,0,0,0,0,47
1421,0,0,1,0,0,0,0,12
1422,0,0,1,0,0,0,0,12
1423,0,0,0,0,0,0,0,10
1424,0,0,0,0,0,0,0,20
1425,0,0,0,0,0,0,0,33
1426,0,0,0,0,0,0,0,38
1427,0,1,0,0,0,0,0,39
1428,0,1,0,0,0,0,0,20
1429,0,0,0,0,0,0,0,25
1430,0,0,0,0,0,0,0,22
1431,0,0,0,0,0,0,0,29
1432,0,0,0,0,0,0,0,8
1433,0,0,1,0,0,0,0,23
1434,0,0,1,0,0,0,0,22
1435,0,0,0,0,0,0,0,23
1436,0,0,0,0,0,0,0,10
1437,0,0,0,0,0,0,0,25
1438,0,0,0,0,0,0,0,23
1439,0,0,1,0,0,0,0,28
1440,0,0,0,0,0,0,0,38
1441,0,1,0,0,0,0,0,53
1442,0,0,0,0,0,0,0,33
1443,0,0,0,1,0,0,0,31
1444,0,0,0,0,0,0,0,33
1445,0,0,1,0,0,0,0,23
1446,0,0,0,0,0,0,0,10
1447,0,1,0,0,0,0,0,17
1448,0,1,0,0,0,0,0,22
1449,0,0,1,0,0,0,0,26
1450,0,0,0,0,0,0,0,10
1451,0,0,0,0,0,0,0,20
1452,0,1,1,1,0,0,0,44
1453,0,0,0,0,0,0,0,29
1454,0,0,0,0,0,0,0,19
1455,0,0,0,0,0,0,0,20
1456,0,0,0,0,0,0,0,13
1457,0,1,0,0,0,0,0,18
1458,0,0,0,0,0,0,0,41
1459,0,0,0,0,0,0,0,33
1460,0,0,0,0,0,0,0,25
1461,0,2,0,0,0,0,0,22
1462,0,0,0,0,0,1,0,22
1463,0,0,0,0,0,0,0,38
1464,0,0,1,0,0,0,0,14
1465,0,0,0,0,0,0,0,22
1466,0,0,0,0,0,0,0,25
1467,0,0,0,0,0,0,0,14
1468,0,0,0,0,0,0,0,30
1469,0,0,0,0,0,0,0,18
1470,0,0,0,0,0,0,0,13
1471,0,0,0,0,0,0,0,37
1472,0,0,0,0,0,0,0,41
1473,0,0,0,0,0,0,0,29
1474,0,0,1,0,0,0,0,18
1475,0,0,0,0,0,0,0,16
1476,0,0,0,0,0,0,0,16
1477,0,0,0,0,0,0,0,19
1478,0,0,0,0,0,0,0,20
1479,0,0,0,0,0,0,0,13
1480,0,0,0,0,0,0,0,25
1481,0,0,0,0,0,0,0,19
1482,0,0,0,0,0,0,0,19
1483,0,0,0,0,0,0,0,30
1484,0,0,0,0,0,0,0,39
1485,0,0,0,0,0,0,0,20
1486,0,0,0,0,0,0,0,15
1487,0,0,0,0,0,0,0,12
1488,0,1,0,0,0,0,0,27
1489,0,0,0,0,0,0,0,19
1490,0,0,0,0,0,0,0,14
1491,0,0,0,0,0,0,0,19
1492,0,0,3,0,0,0,0,31
1493,0,0,0,0,0,0,0,51
1494,0,0,0,0,0,0,0,18
1495,0,0,1,0,0,0,0,6
1496,0,0,0,0,0,0,0,21
1497,0,0,0,0,0,0,0,29
1498,0,1,0,0,0,1,0,36
1499,0,1,0,0,0,0,0,19
1500,0,1,2,0,0,0,0,74
1501,0,0,2,0,0,0,0,36
1502,0,0,1,0,0,0,0,23
1503,0,0,0,0,0,0,0,14
1504,0,0,0,0,0,0,0,14
1505,0,0,0,0,0,0,0,8
1506,0,0,0,0,0,0,0,28
1507,0,0,0,0,0,0,0,17
1508,0,0,0,0,0,0,0,20
1509,0,0,0,0,0,0,0,15
1510,0,0,0,0,0,0,0,18
1511,0,0,0,0,0,0,0,72
1512,0,0,0,0,0,0,0,32
1513,0,0,0,0,0,0,0,18
1514,0,2,0,0,0,0,0,18
1515,0,0,0,0,0,0,0,7
1516,0,0,0,0,0,0,0,13
1517,0,0,0,0,0,0,0,28
1518,0,0,0,0,0,0,0,31
1519,0,0,1,0,0,0,0,17
