,도장,해체,설치,양중,굴착,정리,매설,기타
183,0,0,1,0,0,0,0,32
184,0,0,0,0,0,0,0,24
185,0,0,0,0,0,0,0,15
186,0,0,0,0,0,0,0,17
187,0,0,0,0,0,0,0,7
188,0,0,0,0,0,0,0,17
189,0,0,0,0,0,0,0,17
190,0,1,0,0,0,0,0,28
191,0,1,0,0,0,0,0,23
192,0,0,0,0,0,0,0,18
193,0,0,0,0,0,0,0,16
194,0,0,0,0,0,0,0,12
195,0,0,2,0,0,0,0,27
196,0,0,0,0,0,0,0,12
197,0,0,0,0,0,0,0,20
198,0,0,0,0,0,0,0,18
199,0,1,0,0,0,0,0,17
200,0,0,0,0,0,0,0,29
201,0,0,0,0,0,0,0,22
202,0,0,0,0,0,0,0,33
203,0,0,1,0,0,0,0,24
204,1,0,0,0,0,0,0,27
205,0,1,0,0,0,0,0,25
206,0,1,0,0,0,0,0,12
207,0,0,0,0,0,0,0,23
208,0,0,0,0,0,1,0,19
209,0,0,0,0,0,0,0,12
210,0,0,0,0,0,0,0,14
211,0,1,0,0,0,0,0,48
212,0,0,1,0,0,0,0,38
213,0,0,2,0,0,0,0,9
214,0,0,0,0,0,0,0,12
215,0,0,0,0,0,0,0,33
216,0,0,0,0,0,0,0,18
217,0,0,0,0,0,0,0,13
218,0,0,0,0,0,0,0,31
219,0,0,0,0,0,0,0,40
220,0,1,0,0,0,0,0,13
221,0,0,1,0,0,0,0,14
222,0,1,0,0,0,0,0,22
223,0,0,0,0,0,0,0,28
224,0,0,0,0,0,0,0,9
225,0,1,1,0,0,0,0,35
226,0,1,0,0,0,0,0,32
227,0,1,0,0,0,0,0,18
228,0,0,0,0,0,0,0,28
229,0,1,1,0,0,0,0,33
230,0,0,0,0,0,0,0,15
231,0,0,0,0,0,0,0,58
232,0,0,1,0,0,0,0,17
233,0,0,0,0,0,0,0,32
234,0,0,1,0,0,0,0,9
235,0,0,0,0,0,0,0,4
236,0,0,0,0,0,0,0,36
237,0,1,0,0,0,0,0,8
238,0,0,0,0,0,0,0,12
239,0,0,0,0,0,0,0,27
240,0,0,0,0,0,0,0,19
241,0,0,1,0,0,0,0,23
242,0,1,0,0,0,0,0,11
243,0,0,0,0,0,0,0,22
244,0,0,0,0,0,0,0,26
245,0,0,0,0,0,0,0,10
246,0,0,0,0,0,0,0,31
247,0,0,0,0,0,0,0,21
248,0,1,1,0,0,0,0,20
249,0,1,0,0,0,0,0,12
250,0,0,0,0,0,0,0,4
251,0,0,2,0,0,0,0,16
252,1,0,0,0,0,0,0,23
253,0,0,2,0,0,0,0,29
254,0,0,0,0,0,0,0,23
255,0,0,2,0,0,0,0,25
256,1,0,0,0,0,0,0,22
257,0,0,0,0,0,0,0,27
258,0,0,0,0,0,0,0,19
259,0,0,0,0,0,0,0,15
260,0,0,0,0,0,0,0,17
261,0,0,1,0,0,0,0,37
262,0,0,0,0,0,0,0,20
263,0,0,0,0,0,0,0,33
264,0,0,0,0,0,0,0,31
265,0,0,0,0,0,0,0,11
266,0,0,0,0,0,0,0,40
267,0,0,0,0,0,0,0,19
268,0,0,0,1,0,0,0,30
269,0,1,0,0,0,0,0,17
270,0,0,0,0,0,0,0,23
271,0,0,0,0,0,0,0,29
272,0,0,0,0,0,0,0,56
273,0,0,0,0,0,0,0,23
274,0,2,1,0,0,0,0,16
275,0,0,0,0,0,0,0,15
276,0,0,0,0,0,0,0,35
277,0,0,1,0,0,0,0,17
278,0,0,0,0,0,0,0,20
279,0,0,0,0,0,0,0,18
280,0,0,0,0,0,1,0,36
281,0,0,0,0,0,0,0,21
282,0,1,0,0,0,0,0,35
283,0,0,0,0,0,0,0,32
284,0,1,0,0,0,0,0,9
285,0,0,0,0,0,0,0,30
286,0,0,1,0,0,0,0,28
287,0,0,2,0,0,0,0,25
288,0,0,1,0,0,0,0,23
289,0,0,0,0,0,0,0,33
290,0,0,1,0,0,0,0,24
291,0,1,0,0,0,0,0,14
292,0,0,1,0,0,0,0,18
293,0,0,0,0,0,0,0,15
294,0,0,0,0,0,0,0,34
295,0,0,1,0,0,0,0,24
296,0,0,0,0,0,0,0,34
297,0,0,0,0,0,0,0,14
298,0,0,0,0,0,0,0,16
299,0,1,0,0,0,0,0,21
300,0,0,0,0,0,0,0,15
301,0,0,0,0,0,0,0,20
302,0,0,0,0,0,0,0,16
303,2,0,0,0,0,0,0,50
304,0,0,0,0,0,0,0,5
305,0,0,0,0,0,0,0,17
306,0,0,0,0,0,0,0,33
307,1,0,0,0,0,0,0,16
308,0,0,0,0,0,0,0,15
309,1,0,0,0,0,0,0,16
310,0,0,0,0,0,0,0,13
311,0,0,0,0,0,0,0,26
312,0,1,0,0,0,0,0,19
313,0,1,1,0,0,0,0,22
314,0,0,1,0,0,0,0,38
315,0,1,0,0,0,0,0,29
316,0,0,0,0,0,0,0,19
317,0,0,0,0,0,0,0,20
318,0,0,1,0,0,0,0,22
319,0,0,0,0,0,0,0,49
320,0,0,0,0,0,0,0,24
321,0,0,1,0,0,0,0,9
322,0,1,0,0,0,0,0,18
323,0,0,0,0,0,0,0,16
324,0,0,1,0,0,0,0,24
325,0,0,0,0,0,0,0,27
326,0,0,0,0,0,0,0,18
327,0,2,0,0,0,0,0,15
328,2,0,1,0,0,0,0,26
329,0,0,0,0,0,0,0,19
330,0,1,0,0,0,0,0,41
331,0,0,0,0,0,0,0,18
332,0,0,0,0,0,0,0,40
333,0,0,0,0,0,0,0,33
334,0,0,0,0,0,0,0,27
335,0,0,0,0,0,0,0,14
336,0,0,0,0,0,0,0,34
337,0,0,0,0,0,0,0,16
338,0,0,0,0,0,0,0,39
339,0,0,1,0,0,0,0,13
340,0,0,0,0,0,0,0,19
341,0,0,0,0,0,0,0,19
342,0,0,1,0,0,0,0,28
343,0,0,0,0,0,0,0,14
344,0,0,0,0,0,0,0,9
345,0,0,0,0,0,0,0,21
346,0,0,0,0,0,0,0,30
347,0,0,0,0,0,0,0,17
348,0,0,0,0,0,0,0,10
349,0,1,0,0,0,0,0,24
350,0,0,0,0,0,0,0,7
351,0,1,0,0,0,0,0,32
352,0,2,0,0,0,0,0,24
353,0,1,0,0,0,0,0,26
354,0,0,0,0,0,0,0,18
355,0,1,2,0,0,1,0,68
356,0,0,0,0,0,0,0,14
357,0,0,0,0,0,0,0,23
358,0,0,0,0,0,0,0,35
359,0,0,0,0,0,0,0,11
360,0,0,2,0,0,0,0,19
361,0,0,1,0,0,0,0,24
362,0,0,0,0,0,0,0,39
363,0,0,0,0,0,0,0,22
364,0,0,0,0,0,0,0,23
365,1,0,0,0,0,0,0,16
366,0,0,0,0,0,0,0,13
367,0,0,1,0,0,0,0,26
368,0,0,1,0,0,0,0,17
369,0,0,0,0,0,0,0,11
370,0,0,0,0,0,0,0,24
371,0,0,0,0,0,0,0,16
372,0,0,0,0,0,0,0,4
373,0,0,1,0,0,0,0,13
374,0,0,0,0,0,0,0,34
375,0,0,0,0,0,0,0,18
376,0,0,0,0,0,0,0,24
377,0,0,0,0,0,0,0,15
378,0,0,0,0,0,0,0,42
379,0,0,1,0,0,0,0,38
380,0,1,0,0,0,0,0,18
381,0,0,0,0,0,0,0,18
382,0,1,0,0,0,0,0,11
383,0,0,0,0,0,0,0,30
384,0,0,0,0,0,0,0,9
385,0,0,0,0,0,0,0,21
386,0,0,1,0,0,0,0,16
387,0,0,0,0,0,0,0,23
388,1,0,1,0,0,0,0,27
389,0,0,0,0,0,0,0,21
390,0,0,0,0,0,0,0,12
391,0,2,0,0,0,0,0,35
392,0,0,0,0,0,0,0,21
393,0,0,0,0,0,0,0,11
394,0,0,0,0,0,0,0,17
395,0,0,1,0,0,0,0,15
396,0,0,1,0,0,0,0,37
397,0,1,0,0,0,0,0,24
398,0,0,0,0,0,0,0,17
399,0,0,2,0,0,0,0,21
400,0,0,0,0,0,0,0,15
401,0,0,0,0,0,0,0,26
402,0,0,0,0,0,0,0,8
403,0,1,0,0,0,0,0,7
404,0,0,0,0,0,2,0,25
405,1,0,0,0,0,0,0,35
406,0,0,0,0,0,0,0,32
407,0,0,0,0,0,0,0,14
408,0,0,0,0,0,0,0,15
409,0,0,0,0,0,1,0,20
410,0,0,0,0,0,0,0,26
411,0,0,0,0,0,0,0,19
412,0,0,0,0,0,0,0,26
413,0,0,0,0,0,0,0,33
414,0,0,0,0,0,0,0,18
415,0,0,0,0,0,0,0,25
416,0,0,3,0,0,0,0,53
417,0,0,0,0,0,0,0,24
418,0,0,0,0,0,0,0,42
419,0,0,1,0,0,0,0,25
420,0,0,0,0,0,0,0,19
421,0,0,0,0,0,0,0,4
422,0,2,1,0,0,0,0,30
423,1,0,0,0,0,0,0,18
424,0,0,0,0,0,0,0,28
425,0,0,0,0,0,0,0,21
426,0,0,0,0,0,0,0,18
427,0,0,2,0,0,0,0,24
428,0,0,1,0,0,0,0,45
429,0,0,0,0,0,0,0,16
430,0,0,0,0,0,0,0,30
431,0,0,0,0,0,0,0,30
432,0,0,0,0,0,0,0,24
433,0,0,0,0,0,0,0,12
434,0,2,0,0,0,0,0,18
435,0,0,0,0,0,0,0,26
436,0,0,0,0,0,0,0,12
437,0,0,0,0,0,0,0,11
438,0,0,0,0,0,0,0,19
439,0,0,0,0,0,0,0,9
440,0,0,0,0,0,0,0,19
441,0,1,0,0,0,0,0,17
442,0,0,0,0,0,0,0,10
443,0,0,0,0,0,0,0,23
444,0,0,0,0,0,0,0,36
445,0,0,0,0,0,0,0,29
446,0,0,0,0,0,0,0,53
447,0,0,0,0,0,0,0,15
448,0,0,0,0,0,0,0,36
449,0,1,0,0,0,0,0,17
450,0,0,0,0,0,0,0,40
451,0,0,0,0,0,0,0,19
452,0,0,0,0,0,0,0,8
453,0,0,0,0,0,0,0,17
454,0,0,0,0,0,0,0,19
455,0,0,0,0,0,0,0,18
456,0,1,1,0,0,0,0,26
457,0,0,0,0,0,0,0,17
458,1,0,0,0,0,0,0,20
459,0,0,0,0,0,0,0,22
460,0,0,0,0,0,0,0,23
461,0,2,0,0,0,0,0,27
462,0,0,0,0,0,0,0,29
463,0,0,0,0,0,0,0,21
464,0,0,1,0,0,0,0,12
465,0,0,0,0,0,0,0,19
466,0,0,0,0,0,0,0,9
467,0,0,0,0,0,0,0,27
468,0,0,0,0,0,0,0,15
469,0,1,0,0,0,0,0,31
470,0,0,0,0,0,0,0,23
471,0,0,0,0,0,0,0,24
472,0,0,0,0,0,0,0,19
473,0,0,0,0,0,0,0,32
474,0,0,0,0,0,0,0,11
475,0,0,2,0,0,0,0,13
476,0,1,1,0,0,0,0,55
477,0,1,0,0,0,0,0,18
478,2,0,0,0,0,0,0,21
479,0,0,0,0,0,0,0,25
480,0,0,0,0,0,0,0,16
481,0,0,0,0,0,0,0,26
482,0,0,1,0,0,0,0,47
483,0,0,0,0,0,0,0,13
484,0,0,0,0,0,0,0,18
485,0,0,1,0,0,0,0,51
486,0,0,0,0,0,0,0,18
487,0,0,2,0,0,0,0,19
488,0,0,2,0,0,0,0,32
489,0,0,0,0,0,0,0,15
490,0,0,0,0,0,0,0,17
491,0,0,0,0,0,0,0,15
492,0,0,0,0,0,0,0,33
493,0,0,1,0,0,0,0,21
494,0,0,0,0,0,0,0,15
495,0,1,0,0,0,0,0,17
496,2,0,0,0,0,0,0,37
497,0,0,0,0,0,0,0,27
498,0,0,0,0,0,0,0,11
499,0,0,0,0,0,0,0,12
500,0,3,0,0,0,0,0,34
501,1,0,0,0,0,0,0,26
502,0,0,1,0,0,0,0,28
503,0,0,0,0,0,0,0,19
504,0,0,0,0,0,0,0,27
505,0,0,0,0,0,0,0,17
506,0,0,0,0,0,0,0,14
507,0,0,0,0,0,0,0,16
508,0,0,0,0,0,1,0,38
509,0,1,1,0,0,0,0,11
510,0,1,0,0,0,0,0,12
511,0,0,0,1,0,0,0,24
512,0,0,1,0,0,0,0,19
513,0,0,0,0,0,0,0,33
514,0,0,0,0,0,0,0,33
515,0,0,0,0,0,0,0,31
516,0,0,0,0,0,0,0,7
517,0,1,0,0,0,0,0,28
518,0,0,0,0,0,0,0,26
519,0,0,0,0,0,0,0,13
520,0,0,0,0,0,0,0,47
521,0,1,0,0,0,0,0,14
522,0,1,0,0,0,0,0,20
523,0,2,0,0,0,0,0,30
524,0,0,1,0,0,0,0,31
525,0,0,1,0,0,0,0,25
526,0,0,0,0,0,0,0,17
527,0,0,0,0,0,0,0,35
528,0,1,0,0,0,0,0,18
529,1,0,0,0,0,0,0,21
530,0,0,0,0,0,0,0,6
531,0,0,0,0,0,0,0,10
532,0,0,0,0,0,0,0,16
533,0,0,0,0,0,0,0,15
534,0,0,0,0,0,0,0,29
535,0,0,0,0,0,0,0,14
536,0,0,0,0,0,0,0,33
537,0,0,0,0,0,0,0,30
538,0,1,0,0,0,0,0,20
539,0,1,0,0,0,0,0,26
540,0,0,0,0,0,0,0,26
541,0,0,0,0,0,0,0,14
542,0,0,0,0,0,0,0,10
543,0,0,0,0,0,0,0,38
544,0,0,0,0,0,0,0,23
545,0,0,0,0,0,0,0,29
546,0,0,0,0,0,0,0,6
547,0,2,0,0,0,0,0,29
548,1,0,1,0,0,1,0,53
549,0,0,0,0,0,0,0,12
550,0,0,0,0,0,0,0,16
551,0,0,0,0,0,0,0,21
552,0,0,0,0,0,0,0,7
553,0,1,0,0,0,0,0,15
554,0,0,1,0,0,0,0,9
555,0,0,0,0,0,0,0,13
556,1,0,0,0,0,0,0,35
557,0,0,0,0,0,0,0,8
558,0,0,1,0,0,0,0,23
559,0,0,0,0,0,0,0,27
560,0,0,1,0,0,0,0,21
561,0,0,0,0,0,0,0,25
562,2,0,0,0,0,0,0,24
563,0,0,0,0,0,0,0,68
564,0,0,0,0,0,0,0,11
565,0,0,0,0,0,0,0,9
566,0,0,0,0,0,0,0,5
567,0,0,0,0,0,0,0,28
568,0,0,0,0,0,0,0,19
569,0,0,2,0,0,0,0,21
570,0,0,3,0,0,0,0,20
571,0,0,1,0,0,0,0,27
572,0,0,0,0,0,0,0,19
573,0,0,0,0,0,0,0,20
574,0,0,1,0,0,0,0,24
575,0,0,0,0,0,0,0,26
576,0,0,0,0,0,0,0,33
577,0,2,0,0,0,0,0,26
578,0,2,0,0,0,0,0,30
579,0,0,0,0,0,0,0,29
580,0,0,0,0,0,0,0,24
581,0,0,0,0,0,0,0,27
582,0,0,0,0,0,0,0,35
583,0,0,0,0,0,0,0,8
584,0,0,0,0,0,0,0,16
585,0,0,0,0,0,0,0,21
586,0,0,0,0,0,0,0,13
587,0,0,0,0,0,0,0,24
588,0,0,0,0,0,0,0,15
589,0,0,1,0,0,0,0,30
590,0,1,0,0,0,0,0,30
591,0,0,0,0,0,0,0,14
592,0,0,0,0,0,0,0,30
593,0,0,0,0,0,0,0,30
594,0,0,0,0,0,0,0,30
595,0,0,0,0,0,0,0,8
596,0,1,0,0,0,0,0,19
597,0,0,0,0,0,0,0,21
598,0,0,0,0,0,0,0,14
599,0,0,1,0,0,0,0,41
600,0,0,0,0,0,0,0,14
601,0,0,0,0,0,0,0,20
602,0,0,0,0,0,0,0,9
603,0,0,0,0,0,0,0,7
604,0,0,1,0,0,0,0,24
605,0,0,0,0,0,0,0,30
606,0,0,0,0,0,0,0,8
607,0,0,0,0,0,0,0,11
608,0,0,1,0,0,0,0,9
609,0,1,0,0,0,0,0,22
610,0,0,0,0,0,0,0,9
611,0,0,0,0,0,0,0,23
612,0,0,0,0,0,0,0,20
613,0,0,0,0,0,0,0,88
614,0,1,0,0,0,0,0,32
615,0,0,1,0,0,0,0,22
616,0,0,1,0,0,0,0,16
617,0,0,0,0,0,0,0,17
618,0,0,0,0,0,0,0,20
619,0,0,2,0,0,0,0,20
620,0,0,0,0,0,0,0,16
621,0,0,0,0,0,0,0,19
622,0,1,0,0,0,0,0,32
623,0,0,0,0,0,0,0,26
624,0,0,0,0,0,0,0,8
625,0,1,0,0,0,0,0,21
626,0,0,0,0,0,0,0,25
627,0,1,0,0,0,0,0,30
628,0,0,0,0,0,0,0,21
629,0,0,1,0,0,0,0,11
630,0,0,0,0,0,0,0,24
631,0,0,0,0,0,0,0,14
632,0,2,0,0,0,0,0,16
633,0,0,0,0,0,1,0,73
634,0,0,1,0,0,0,0,10
635,0,1,0,0,0,0,0,13
636,0,0,1,0,0,0,0,17
637,0,0,2,0,0,0,0,13
638,0,0,0,0,0,0,0,15
639,0,1,0,0,0,0,0,8
640,0,0,1,0,0,0,0,25
641,1,0,0,0,0,0,0,16
642,0,0,2,0,0,0,0,35
643,0,0,0,0,0,0,0,10
644,0,0,0,0,0,0,0,23
645,0,2,0,0,0,0,0,31
646,0,2,0,0,0,0,0,32
647,0,0,0,0,0,0,0,19
648,0,0,0,0,0,0,0,27
649,0,0,0,0,0,0,0,16
650,0,0,0,0,0,0,0,9
651,0,0,1,0,0,0,0,18
652,0,2,0,0,0,0,0,28
653,0,0,1,0,0,0,0,13
654,0,0,0,0,0,0,0,7
655,0,0,0,0,0,0,0,31
656,0,1,0,0,0,0,0,25
657,0,0,0,0,0,0,0,13
658,0,0,2,0,0,0,0,32
659,0,0,0,0,0,0,0,28
660,0,0,0,0,0,0,0,29
661,0,0,0,0,0,0,0,33
662,0,0,0,0,0,0,0,26
663,0,0,1,0,0,0,0,20
664,0,0,1,0,0,0,0,29
665,0,0,0,0,0,0,0,43
666,0,0,0,0,0,0,0,20
667,0,2,0,0,0,0,0,27
668,0,0,0,0,0,0,0,8
669,0,0,0,0,0,0,0,44
670,0,0,0,0,0,0,0,60
671,0,0,0,0,0,0,0,23
672,0,0,1,0,0,0,0,23
673,0,1,0,0,0,0,0,12
674,0,0,0,0,0,0,0,12
675,1,0,0,0,0,0,0,17
676,0,0,0,0,0,0,0,22
677,0,0,0,0,0,0,0,25
678,0,0,0,0,0,0,0,13
679,0,0,0,0,0,1,0,34
680,0,0,0,0,0,0,0,26
681,0,0,0,0,0,0,0,20
682,0,0,0,0,0,0,0,36
683,0,0,0,0,0,0,0,41
684,0,0,0,0,0,0,0,16
685,0,1,0,0,0,0,0,19
686,0,0,0,0,0,0,0,31
687,0,0,0,0,0,0,0,5
688,2,0,0,0,0,0,0,13
689,0,0,1,0,0,0,0,21
690,0,0,0,0,0,0,0,14
691,0,0,0,0,0,0,0,31
692,0,0,0,0,0,0,0,22
693,0,0,1,0,0,0,0,14
694,0,0,1,0,0,0,0,25
695,0,0,0,0,0,0,0,35
696,0,0,0,0,0,0,0,33
697,0,0,1,0,0,0,0,26
698,0,0,0,0,0,0,0,25
699,0,1,0,0,0,0,0,33
700,0,0,0,0,0,0,0,21
701,0,0,0,0,0,0,0,24
702,0,0,0,0,0,0,0,15
703,0,0,1,0,0,0,0,92
704,0,0,0,0,0,0,0,19
705,0,0,0,0,0,0,0,20
706,0,0,0,0,0,0,0,15
707,0,2,0,0,0,0,0,23
708,0,0,0,0,0,0,0,16
709,0,0,0,0,0,0,0,24
710,0,0,0,0,0,0,0,16
711,0,0,0,0,0,0,0,13
712,0,0,0,0,0,0,0,23
713,0,0,0,0,0,0,0,9
714,0,0,0,0,0,0,0,15
715,0,1,1,0,0,0,0,29
716,0,0,0,0,0,0,0,28
717,0,0,0,0,0,0,0,11
718,0,0,0,0,0,0,0,17
719,0,1,0,0,0,0,0,7
720,0,1,0,0,0,0,0,40
721,0,0,0,0,0,0,0,29
722,0,0,1,0,0,0,0,23
723,0,0,0,0,0,0,0,26
724,0,0,0,0,0,0,0,24
725,0,1,0,0,0,0,0,5
726,0,0,1,0,0,0,0,37
727,0,0,0,0,0,0,0,34
728,0,0,0,0,0,0,0,21
729,0,0,0,0,0,0,0,23
730,0,1,0,0,0,0,0,17
731,0,0,0,0,0,0,0,10
732,0,0,0,0,0,0,0,15
733,0,0,0,0,0,0,0,18
734,0,0,1,0,0,0,0,19
735,0,0,0,0,0,0,0,23
736,0,0,0,0,0,0,0,9
737,0,0,0,0,0,0,0,25
738,0,0,0,0,0,0,0,24
739,0,0,0,0,0,0,0,13
740,0,0,0,0,0,0,0,31
741,0,1,5,0,0,0,0,56
742,0,0,0,0,0,0,0,18
743,0,0,0,0,0,0,0,10
744,0,1,0,0,0,0,0,75
745,0,0,0,0,0,0,0,17
746,0,0,0,0,0,0,0,12
747,0,0,0,0,0,0,0,31
748,0,0,0,0,0,0,0,32
749,1,0,0,0,0,0,0,26
750,0,0,0,0,0,0,0,23
751,0,0,0,0,0,0,0,14
752,0,0,0,0,0,0,0,23
753,0,0,0,0,0,0,0,24
754,0,0,1,0,0,0,0,24
755,0,0,0,0,0,0,0,31
756,0,0,0,0,0,0,0,13
757,0,0,0,0,0,0,0,25
758,0,0,0,0,0,0,0,20
759,0,0,0,0,0,0,0,25
760,0,0,0,0,0,0,0,21
761,0,1,0,0,0,0,0,48
762,0,0,1,0,0,0,0,17
763,0,0,2,0,0,0,0,38
764,0,0,0,0,0,0,0,23
765,0,0,0,0,0,0,0,28
766,0,0,0,0,0,0,0,8
767,0,0,0,0,0,0,0,17
768,0,0,0,0,0,0,0,16
769,1,0,0,0,0,0,0,20
770,0,0,0,0,0,0,0,19
771,0,1,0,0,0,0,0,12
772,1,0,0,0,0,0,0,17
